uniqueid,drugname,condition,rating,date,usefulcount
18789,Rosula,Rosacea,10,2012-03-14,12
145619,Qsymia,Obesity,8,2016-01-14,19
163923,Methyldopa,High Blood Pressure,3,2009-09-01,24
188502,ParaGard,Birth Control,5,2016-07-09,4
118413,Fetzima,Depression,10,2016-05-09,75
122708,Linaclotide,"Constipation, Chronic",6,2015-06-26,19
130482,Levonorgestrel,Birth Control,8,2012-11-29,9
3379,Nitrofurantoin,Bladder Infection,8,2016-02-13,5
188937,Arimidex,Breast Cance,9,2014-09-30,101
225533,Bupropion,Depression,9,2014-01-05,124
92623,Ondansetron,Nausea/Vomiting,9,2011-09-15,69
196510,Eszopiclone,Insomnia,10,2010-07-08,30
10803,Mononessa,Birth Control,4,2015-05-22,6
29834,Topiramate,Seizure Prevention,7,2009-02-19,29
107380,Implanon,Birth Control,9,2011-10-21,0
148200,Norethindrone,Abnormal Uterine Bleeding,3,2014-01-24,32
397,Medroxyprogesterone,Abnormal Uterine Bleeding,1,2015-06-30,4
117061,Synvisc-One,Osteoarthritis,1,2017-03-02,20
42798,Xulane,Birth Control,9,2017-03-14,6
161682,Remeron,Major Depressive Disorde,8,2015-11-18,49
170366,Quetiapine,Borderline Personality Disorde,10,2016-02-22,36
126043,Viibryd,Depression,10,2013-08-19,80
212590,Pamelor,Migraine Prevention,6,2013-01-28,57
7744,Xanax,Depression,10,2013-11-03,193
73784,Ethinyl estradiol / norethindrone,Birth Control,2,2012-07-18,25
227574,Etonogestrel,Birth Control,2,2012-08-19,1
20802,Orphenadrine,Muscle Spasm,7,2012-04-01,32
12695,Etanercept,Rheumatoid Arthritis,3,2015-05-31,35
54827,Bupropion / naltrexone,Weight Loss,9,2017-02-16,30
230865,Milnacipran,ibromyalgia,9,2015-09-07,38
30138,Klonopin,Bipolar Disorde,10,2013-09-27,23
151470,Chantix,Smoking Cessation,10,2016-04-05,34
43861,Acetaminophen / codeine,Osteoarthritis,10,2017-03-29,5
199520,Penicillin v potassium,Rat-bite Feve,9,2008-03-31,5
200490,Varenicline,Smoking Cessation,1,2012-04-11,12
55376,Bupropion / naltrexone,Obesity,10,2015-11-05,13
107359,Implanon,Birth Control,10,2011-11-08,0
113326,Bisacodyl,Constipation,5,2015-08-08,5
216650,Advair Diskus,"COPD, Maintenance",9,2016-12-15,9
156004,Cialis,Erectile Dysfunction,8,2016-04-06,38
25718,Ethinyl estradiol / norelgestromin,Birth Control,8,2014-02-24,29
229124,Tadalafil,Not Listed / Othe,10,2011-11-23,0
179369,Olanzapine,Bipolar Disorde,1,2013-03-11,30
228992,Tadalafil,Erectile Dysfunction,10,2015-07-25,44
30262,Klonopin,Seizure Prevention,10,2012-08-07,15
56334,Humira,Rheumatoid Arthritis,8,2015-03-31,41
147206,Alprazolam,Anxiety,10,2013-03-02,61
172392,Clonazepam,Anxiety,8,2016-11-04,16
53941,Minoxidil,Alopecia,9,2017-03-22,18
156605,Dulaglutide,"Diabetes, Type 2",10,2017-03-04,18
100563,Desogestrel / ethinyl estradiol,Birth Control,9,2011-08-04,5
207508,Suprep Bowel Prep Kit,Bowel Preparation,10,2016-09-19,26
130195,Levonorgestrel,Birth Control,9,2014-06-10,48
130146,Levonorgestrel,Emergency Contraception,8,2014-08-19,33
2007,Metformin,"Diabetes, Type 2",2,2017-06-04,7
38334,Phenazopyridine,Dysuria,9,2015-08-14,15
49123,Ethinyl estradiol / levonorgestrel,Birth Control,4,2016-08-06,4
229977,Duofilm,Warts,10,2016-09-14,0
165941,Levonorgestrel,Emergency Contraception,8,2017-02-26,1
178305,Duloxetine,Pain,1,2010-01-16,126
165661,Levonorgestrel,Birth Control,1,2017-04-21,4
172669,Clonazepam,Anxiety,2,2015-07-13,3
140376,Sprycel,Leukemia,1,2017-10-15,0
113211,Bisacodyl,Constipation,2,2016-01-29,8
163087,ella,Emergency Contraception,10,2016-11-28,7
216749,Rosuvastatin,High Cholesterol,4,2016-05-26,62
30240,Klonopin,Panic Disorde,9,2012-12-18,67
227414,Etonogestrel,Birth Control,10,2013-06-19,11
43103,Sronyx,Abnormal Uterine Bleeding,3,2015-06-24,3
82704,Paxil,Anxiety,8,2017-07-24,25
106348,Implanon,Birth Control,10,2016-11-17,12
126177,Viibryd,Depression,2,2012-05-24,23
190388,Ortho Tri-Cyclen Lo,Birth Control,10,2011-11-27,1
39162,Contrave,Weight Loss,9,2017-05-03,12
200959,Alcaftadine,"Conjunctivitis, Allergic",1,2013-07-26,32
150524,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,2,2016-09-09,5
224491,Levothyroxine,Underactive Thyroid,8,2015-01-20,48
126461,Kineret,Still's Disease,7,2010-03-05,7
186989,Nature-Throid,Hashimoto's disease,10,2016-09-22,55
129764,Levonorgestrel,Birth Control,2,2015-05-20,11
171089,Quetiapine,Bipolar Disorde,5,2009-03-11,27
213907,Tioconazole,Vaginal Yeast Infection,6,2016-11-11,5
115535,Propofol,Anesthesia,5,2009-08-25,7
154728,Metronidazole,Bacterial Vaginitis,5,2017-06-08,4
188049,Cholestyramine,Irritable Bowel Syndrome,10,2010-09-11,76
195598,Aviane,Birth Control,8,2014-11-30,7
199346,Depo-Provera,Birth Control,9,2015-05-04,12
122574,Linaclotide,"Constipation, Chronic",10,2016-08-27,22
227829,Etonogestrel,Birth Control,10,2011-10-12,1
166987,Levonorgestrel,Birth Control,9,2016-06-24,0
25309,Flector Patch,Pain,10,2015-11-04,24
132762,Prochlorperazine,Nausea/Vomiting,1,2017-03-14,5
80638,Zovia,Birth Control,8,2010-06-07,7
50870,Azithromycin,Sinusitis,9,2017-05-30,1
17352,Toprol-XL,Mitral Valve Prolapse,8,2011-05-03,36
68632,Medroxyprogesterone,Abnormal Uterine Bleeding,1,2017-05-31,8
34741,Minocycline,Acne,4,2015-05-28,2
232090,Perampanel,Epilepsy,1,2017-03-29,5
62863,Cozaar,High Blood Pressure,9,2013-01-14,163
162419,Acetaminophen / dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,2008-06-12,0
174909,AndroGel,"Hypogonadism, Male",10,2010-01-31,101
100025,Desogestrel / ethinyl estradiol,Birth Control,3,2017-05-10,0
123041,Avinza,Pain,9,2009-12-15,19
140747,Escitalopram,Anxiety,8,2016-07-22,39
156099,Cialis,9</span> users found this comment helpful.,10,2011-05-03,9
132389,Ativan,Anxiety,10,2009-11-16,24
105981,Atomoxetine,ADHD,4,2015-04-28,19
107191,Implanon,Birth Control,9,2012-04-30,0
77080,Lorcaserin,Obesity,10,2015-01-26,50
18206,Ethinyl estradiol / etonogestrel,Birth Control,8,2009-11-22,2
57361,Oxymorphone,Pain,10,2012-02-05,58
64431,Sertraline,Obsessive Compulsive Disorde,5,2016-06-22,12
110546,Nexplanon,Birth Control,9,2015-12-22,4
23862,Saphris,Bipolar Disorde,9,2014-06-29,37
211368,Mirabegron,Overactive Bladde,9,2013-09-18,104
49991,Gabapentin,Peripheral Neuropathy,7,2016-02-12,18
22471,Pramoxine,Pain,2,2017-10-20,0
176789,Alphagan P,"Glaucoma, Open Angle",2,2014-04-21,5
121277,Venlafaxine,Major Depressive Disorde,10,2016-07-08,30
227160,Etonogestrel,Birth Control,7,2014-04-09,10
17034,Phillips' Milk of Magnesia,Constipation,10,2016-05-19,25
227453,Etonogestrel,Birth Control,9,2013-04-28,8
62702,Citalopram,Depression,9,2009-07-21,4
1509,Eluxadoline,Irritable Bowel Syndrome,9,2017-08-23,11
177493,Duloxetine,Depression,8,2016-02-28,21
80181,Benzonatate,Cough,10,2013-12-01,81
104625,Ethinyl estradiol / levonorgestrel,Birth Control,10,2011-05-02,3
101806,Terbinafine,"Onychomycosis, Toenail",5,2015-03-23,16
203339,Indomethacin,Cluster Headaches,9,2015-07-12,9
171477,Wellbutrin,Depression,10,2015-10-04,88
30055,Klonopin,Anxiety,10,2015-08-07,70
86886,Latuda,Bipolar Disorde,5,2017-03-18,11
4295,Belviq,Weight Loss,7,2017-05-26,43
206328,Mesalamine,Ulcerative Colitis,10,2014-02-23,13
143879,Etonogestrel,Birth Control,8,2016-08-31,6
150983,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,2009-05-02,40
68056,Plan B,Emergency Contraception,9,2016-01-14,3
23079,Apremilast,Psoriatic Arthritis,8,2016-01-01,25
225323,Bupropion,Smoking Cessation,9,2015-04-16,34
90920,Norco,Back Pain,8,2014-03-21,32
89598,Celexa,Depression,10,2011-12-19,43
165170,Phentermine / topiramate,Weight Loss,10,2015-06-29,64
163112,ella,Emergency Contraception,10,2017-08-14,9
40284,Savella,ibromyalgia,9,2013-03-23,114
142359,Levonorgestrel,Birth Control,1,2017-10-18,3
112793,Bisacodyl,Constipation,8,2017-07-08,6
64412,Sertraline,Depression,6,2016-08-23,3
14506,Buprenorphine / naloxone,Opiate Dependence,10,2009-08-13,12
154003,Vivitrol,Opiate Dependence,10,2015-03-04,63
219238,Ortho Cyclen,Birth Control,6,2013-10-17,4
172335,Clonazepam,Panic Disorde,8,2017-06-03,15
187081,Advair HFA,"Asthma, Maintenance",9,2015-07-23,2
91416,Anastrozole,Breast Cance,10,2014-02-26,154
79804,Xarelto,Deep Vein Thrombosis,10,2013-04-05,117
20412,Metformin / sitagliptin,min / sitagliptin),1,2009-09-07,44
28468,Lexapro,Anxiety,9,2013-06-08,54
208883,Belsomra,Insomnia,9,2015-10-29,31
158891,TriNessa,Birth Control,4,2017-06-25,1
136295,Prazosin,Post Traumatic Stress Disorde,10,2009-10-08,54
145757,Qsymia,Obesity,10,2014-09-27,113
133153,Tri-Sprintec,Birth Control,10,2014-02-03,25
120712,Dicyclomine,Irritable Bowel Syndrome,9,2013-07-24,108
66767,Seroquel,Bipolar Disorde,9,2013-08-11,39
143677,Etonogestrel,Birth Control,1,2016-12-16,16
136847,Sodium hyaluronate,Osteoarthritis,8,2012-06-12,33
179881,Adapalene / benzoyl peroxide,Acne,9,2015-04-06,8
139104,Phentermine,Weight Loss,10,2009-01-26,30
85903,Ethinyl estradiol / norgestimate,Birth Control,10,2012-09-20,8
204956,Toradol,Pain,9,2015-12-03,5
63415,Epiduo,Acne,10,2016-07-06,8
134426,Prednisone,Bursitis,9,2012-01-03,41
152492,Ciprofloxacin,Prostatitis,3,2010-05-04,17
197618,Suprep Bowel Prep Kit,Bowel Preparation,7,2017-11-29,1
202285,Benzoyl peroxide / clindamycin,Acne,10,2015-02-01,14
86994,Latuda,Bipolar Disorde,1,2016-04-09,6
4802,Belviq,Weight Loss,9,2015-03-15,152
155314,Metronidazole,Bacterial Vaginitis,8,2015-10-09,20
218629,Tri-Sprintec,Birth Control,9,2016-05-14,13
91928,Lyrica,ibromyalgia,9,2015-10-17,65
222419,Kyleena,Birth Control,10,2017-09-11,3
73095,Ethinyl estradiol / norethindrone,Birth Control,7,2015-02-02,11
205009,Toradol,Postoperative Pain,9,2012-08-19,27
217483,Clarithromycin,Sinusitis,10,2015-03-25,22
7211,Aluminum chloride hexahydrate,Hyperhidrosis,10,2011-05-09,23
50494,Gabapentin,Peripheral Neuropathy,5,2012-04-23,191
79538,Plan B One-Step,Emergency Contraception,10,2013-10-13,18
209533,Levsin SL,Irritable Bowel Syndrome,10,2016-01-12,44
202094,Benzoyl peroxide / clindamycin,Acne,7,2016-01-31,9
214939,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,5,2009-11-17,10
152601,Lortab,Cough,10,2011-09-30,29
118961,Zoloft,Depression,9,2011-02-14,66
219390,Dexmethylphenidate,ADHD,10,2014-03-27,85
44696,Catapres,Opiate Withdrawal,10,2014-10-02,154
60188,NuvaRing,Birth Control,10,2012-06-08,2
95684,Sertraline,Major Depressive Disorde,10,2014-12-05,116
193291,Cyclobenzaprine,ibromyalgia,9,2015-11-10,30
185033,Harvoni,Hepatitis C,10,2017-01-15,33
59232,Lansoprazole,GERD,10,2009-10-08,16
529,Medroxyprogesterone,Birth Control,4,2015-03-21,1
200112,Varenicline,Smoking Cessation,10,2015-08-03,0
150706,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,5,2015-09-01,14
85659,Ethinyl estradiol / norgestimate,Birth Control,10,2014-05-14,18
52745,Carbidopa / levodopa,Restless Legs Syndrome,10,2010-08-20,69
193875,Hydrocodone,Not Listed / Othe,9,2013-10-18,7
93602,Morphine,Chronic Pain,5,2015-06-11,19
175168,Relistor,"Constipation, Drug Induced",10,2010-12-26,46
152748,Doxycycline,Chlamydia Infection,1,2017-10-27,0
124012,Skyla,Birth Control,7,2016-06-27,1
84706,Ethinyl estradiol / norgestimate,Birth Control,1,2016-06-08,17
206282,Mesalamine,"Ulcerative Colitis, Active",10,2017-04-07,12
190442,Ortho Tri-Cyclen Lo,Birth Control,10,2010-11-09,0
53054,Bevacizumab,me,10,2015-09-12,3
104856,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,9,2010-03-13,4
52701,Barium sulfate,Computed Tomography,9,2012-07-07,43
76499,Azor,High Blood Pressure,9,2010-04-19,22
50864,Azithromycin,Bronchitis,5,2017-06-10,4
208039,Suprep Bowel Prep Kit,Bowel Preparation,9,2014-04-23,17
75034,Nitrofurantoin,Urinary Tract Infection,3,2012-01-18,39
187296,Azelastine / fluticasone,Allergic Rhinitis,10,2014-06-11,9
30641,Miconazole,Vaginal Yeast Infection,1,2017-11-04,3
96242,Sertraline,Depression,9,2012-03-20,38
22374,Zoster vaccine live,"Herpes Zoster, Prophylaxis",9,2014-07-06,1
2687,Diltiazem,Supraventricular Tachycardia,9,2017-01-02,9
87960,Clindamycin,Bacterial Infection,3,2016-06-22,21
151909,Chantix,Smoking Cessation,10,2012-10-01,16
124803,Tri-Previfem,Birth Control,3,2016-04-30,0
115352,Propofol,Anesthesia,1,2016-12-28,10
13738,Amphetamine / dextroamphetamine,ADHD,8,2008-05-01,52
135039,Dapsone,Acne,10,2016-07-26,12
3869,Bismuth subsalicylate,Indigestion,10,2012-03-26,11
203435,Indomethacin,"Gout, Acute",10,2014-03-04,47
32078,Wellbutrin XL,Major Depressive Disorde,10,2016-02-02,64
119135,Zoloft,Depression,10,2009-05-09,381
158263,Ziprasidone,Schizoaffective Disorde,1,2011-01-03,18
35280,Levofloxacin,Skin or Soft Tissue Infection,10,2014-01-23,16
211074,Carisoprodol,Nocturnal Leg Cramps,10,2009-08-04,63
27993,Lexapro,Anxiety,4,2016-04-15,23
196995,Paroxetine,Generalized Anxiety Disorde,8,2016-04-19,29
61217,Xyzal,Urticaria,7,2010-06-16,11
111485,Olopatadine,Allergic Rhinitis,1,2009-09-22,10
63205,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,1,2015-12-30,3
136213,Relpax,Migraine,10,2010-04-23,14
123349,Apri,Birth Control,10,2013-03-29,5
28930,Lexapro,Anxiety,9,2009-04-09,12
121782,Venlafaxine,Anxiety,9,2013-12-23,22
16149,Ethinyl estradiol / norethindrone,Birth Control,1,2016-04-28,3
91574,Dalfampridine,Multiple Sclerosis,9,2012-04-01,62
196734,Paroxetine,Anxiety,10,2017-07-09,5
106619,Implanon,Birth Control,4,2015-11-08,5
204138,Dilantin,Epilepsy,8,2017-08-20,2
170800,Quetiapine,Insomnia,10,2013-08-05,43
133358,Tri-Sprintec,10</span> users found this comment helpful.,4,2010-08-26,10
200261,Varenicline,Smoking Cessation,10,2014-08-29,61
172908,Clonazepam,Bipolar Disorde,10,2013-09-29,66
40785,Leuprolide,Prostate Cance,8,2017-02-13,23
223378,Cetirizine,Urticaria,9,2012-03-14,42
76408,Liraglutide,Obesity,10,2017-09-09,16
20066,Macrobid,Urinary Tract Infection,6,2016-11-03,7
16153,Ethinyl estradiol / norethindrone,Birth Control,9,2016-04-25,14
158644,Methylphenidate,Narcolepsy,8,2012-06-13,7
97625,Nitroglycerin,Anal Fissure and Fistula,9,2017-05-31,5
188514,ParaGard,Birth Control,10,2016-06-04,11
151700,Chantix,Smoking Cessation,10,2015-04-02,22
148754,Mirena,Birth Control,10,2016-07-27,4
138001,Ortho Evra,Birth Control,4,2015-10-26,2
101871,Terbinafine,"Onychomycosis, Toenail",10,2017-05-18,7
89678,Celexa,Depression,9,2010-06-08,28
54076,Ritalin,Narcolepsy,8,2012-01-05,49
78856,Exubera,"Diabetes, Type 2",10,2009-12-11,3
202659,Hydroxychloroquine,Rheumatoid Arthritis,3,2016-03-02,82
231298,Trazodone,Anxiety,9,2017-11-05,4
132833,Loestrin 24 Fe,Acne,1,2017-02-06,5
99417,Genvoya,HIV Infection,8,2017-03-20,5
27207,Enskyce,Birth Control,1,2016-11-10,2
210631,Mirtazapine,Depression,7,2017-05-25,16
139813,Stalevo,Parkinson's Disease,9,2009-02-20,13
72877,Ethinyl estradiol / norethindrone,Birth Control,1,2015-07-28,3
73486,Ethinyl estradiol / norethindrone,Birth Control,6,2013-09-02,11
48261,Amerge,Migraine,10,2008-03-05,19
176667,Lorazepam,Anxiety,1,2009-10-31,34
231087,Milnacipran,ibromyalgia,8,2009-08-27,109
229566,Lurasidone,Schizophrenia,9,2015-03-08,27
129702,Levonorgestrel,Birth Control,10,2015-06-14,24
215216,Lubiprostone,"Constipation, Chronic",10,2015-01-22,69
42015,Simcor,High Cholesterol,8,2009-12-01,9
135664,Tinidazole,Bacterial Vaginitis,10,2017-03-16,12
118803,Zoloft,Premenstrual Dysphoric Disorde,7,2012-02-05,52
148704,Mirena,Birth Control,5,2016-06-27,3
142562,Levonorgestrel,Birth Control,8,2017-08-27,12
26533,Sprintec,Birth Control,9,2013-08-21,9
20920,Avonex Pen,Multiple Sclerosis,10,2013-12-02,6
76913,Lorcaserin,Weight Loss,10,2015-05-28,22
206768,Methadose,Chronic Pain,10,2013-03-13,110
51119,Azithromycin,Chlamydia Infection,8,2016-06-16,2
31578,Miconazole,Vaginal Yeast Infection,1,2016-03-25,8
41072,Acetaminophen / oxycodone,Chronic Pain,8,2014-03-28,55
208259,Oseltamivir,Influenza,10,2016-04-29,5
70682,Abacavir / dolutegravir / lamivudine,HIV Infection,10,2017-08-27,3
1451,Sumatriptan,Migraine,5,2010-08-04,11
82720,Paxil,Generalized Anxiety Disorde,7,2017-05-07,11
20282,Cambia,Migraine,9,2017-04-10,9
114764,Methotrexate,Psoriasis,8,2015-06-09,49
212895,Tizanidine,Muscle Spasm,6,2016-09-17,55
84841,Ethinyl estradiol / norgestimate,Acne,1,2016-04-04,0
123559,Skyla,Birth Control,8,2017-06-13,0
88387,Adderall,ADHD,9,2011-12-14,9
13277,Amphetamine / dextroamphetamine,atigue,5,2017-04-29,4
127805,Phentermine,Obesity,10,2017-01-29,15
174837,Exalgo,Chronic Pain,10,2014-01-04,62
156323,Ropinirole,Restless Legs Syndrome,10,2015-07-07,71
98290,Nexplanon,2</span> users found this comment helpful.,2,2015-05-07,2
157589,Guaifenesin,,9,2010-02-23,10
130123,Levonorgestrel,Birth Control,10,2014-09-24,43
197394,Paroxetine,Panic Disorde,6,2011-08-23,21
201233,Zoloft,Depression,9,2016-03-05,107
95884,Sertraline,Panic Disorde,9,2014-05-13,36
150577,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,2016-02-16,2
144520,Etonogestrel,Birth Control,10,2016-03-27,5
172485,Clonazepam,Anxiety,9,2016-04-29,63
186129,Desvenlafaxine,Major Depressive Disorde,10,2016-02-26,27
34645,Minocycline,Rosacea,10,2016-07-20,19
134632,Ketorolac,Pain,8,2013-03-05,8
213219,Nuvigil,Hypersomnia,10,2012-07-29,17
198815,Depo-Provera,Birth Control,10,2017-01-03,7
4674,Belviq,Obesity,10,2015-06-22,42
113958,Tegretol,Epilepsy,10,2009-11-03,29
186354,Desvenlafaxine,ibromyalgia,4,2012-01-09,13
209920,VESIcare,Urinary Incontinence,8,2011-02-26,42
212999,Tizanidine,Muscle Spasm,10,2010-09-15,81
85641,Ethinyl estradiol / norgestimate,Birth Control,5,2014-06-25,6
122186,Venlafaxine,Depression,6,2009-06-08,28
145808,Qsymia,Obesity,9,2013-09-15,73
36343,Imiquimod,Human Papilloma Virus,8,2014-02-24,11
4689,Belviq,Obesity,9,2015-05-14,19
123877,Skyla,Birth Control,10,2016-10-23,6
77270,Lorcaserin,Weight Loss,10,2013-10-20,49
81878,Liraglutide,Obesity,9,2016-11-27,33
89505,Celexa,Depression,8,2013-05-31,44
229690,Lurasidone,Bipolar Disorde,8,2013-07-12,96
230416,Depo-Provera,Endometriosis,2,2013-11-07,14
63534,Epiduo,Acne,9,2015-06-17,6
53084,Plavix,Heart Attack,10,2015-01-13,37
120955,Venlafaxine,Depression,9,2017-07-20,5
186274,Desvenlafaxine,Depression,1,2012-12-05,31
35310,Levofloxacin,Urinary Tract Infection,1,2011-09-19,55
82943,Paxil,Anxiety,9,2015-11-22,59
170973,Quetiapine,Insomnia,10,2010-02-11,38
92789,Vortioxetine,Major Depressive Disorde,8,2017-12-06,8
194486,Atorvastatin,High Cholesterol,3,2017-03-07,36
180762,Dienogest / estradiol,Birth Control,1,2016-03-11,9
171537,Wellbutrin,Depression,2,2013-01-24,98
105661,Methylprednisolone,"Gout, Acute",9,2015-11-23,17
113940,Amlodipine,High Blood Pressure,1,2016-09-23,68
229083,Tadalafil,Erectile Dysfunction,10,2015-08-14,32
91005,Norco,Pain,8,2010-08-29,19
64185,Sertraline,Anxiety and Stress,10,2017-03-09,15
76321,Roflumilast,COPD,9,2012-07-18,69
205577,Pristiq,Depression,8,2012-05-17,21
6226,Minastrin 24 Fe,Birth Control,2,2014-08-19,20
180280,Diclofenac,Pain,1,2016-11-14,5
129342,Levonorgestrel,Birth Control,3,2015-09-11,4
109472,Nexplanon,Birth Control,10,2016-11-16,0
5892,Opana,Pain,7,2008-08-21,35
156798,Dulaglutide,"Diabetes, Type 2",10,2016-03-18,15
5508,Donnatal,Duodenal Ulce,10,2016-10-30,8
6784,Beyaz,Acne,10,2012-01-05,23
198973,Depo-Provera,Birth Control,1,2016-05-31,11
158976,TriNessa,Birth Control,5,2016-08-03,5
223809,Depakote ER,Migraine Prevention,8,2008-03-07,36
209624,Donepezil,Alzheimer's Disease,1,2017-05-07,20
41458,Sofosbuvir,Hepatitis C,10,2015-11-24,8
192610,Drospirenone / ethinyl estradiol,Birth Control,2,2012-07-27,6
168482,Monistat 7,Vaginal Yeast Infection,1,2015-12-23,3
8139,Zolpidem,Insomnia,1,2017-06-11,7
171469,Wellbutrin,Depression,9,2015-10-31,117
24709,Horizant,Restless Legs Syndrome,10,2012-10-13,90
162917,Cefdinir,Sinusitis,10,2010-12-21,24
148779,Mirena,Abnormal Uterine Bleeding,5,2016-05-14,2
162210,Brovana,"COPD, Maintenance",10,2008-12-26,27
125144,Dulcolax,Constipation,10,2016-12-16,2
172111,Tylenol PM,Insomnia,3,2016-04-28,23
185570,Saxenda,Obesity,9,2016-12-29,32
223943,Levonorgestrel,Birth Control,9,2016-12-08,0
135854,Percocet,Pain,9,2009-10-16,15
46529,Sulfasalazine,Rheumatoid Arthritis,1,2017-11-21,1
6923,Aluminum chloride hexahydrate,Hyperhidrosis,9,2016-07-13,9
114257,Nicotine,Smoking Cessation,10,2016-01-01,30
154365,Reglan,Migraine,6,2010-10-09,18
35070,Levofloxacin,Sinusitis,5,2017-06-19,5
57881,Acetaminophen / hydrocodone,Pain,3,2011-11-30,10
205048,Toradol,Pain,10,2009-07-26,12
110511,Nexplanon,Birth Control,5,2015-12-29,1
3954,Seroquel XR,Major Depressive Disorde,9,2016-10-23,3
68292,Plan B,Emergency Contraception,9,2014-10-22,28
174759,Dulera,"Asthma, Maintenance",5,2012-01-26,27
159740,Mibelas 24 Fe,Birth Control,8,2017-09-20,0
183709,Cymbalta,Depression,7,2009-10-05,23
132352,Ativan,Anxiety,9,2011-02-16,12
140973,Escitalopram,Generalized Anxiety Disorde,6,2016-03-26,38
118270,Naltrexone,Opiate Dependence,5,2015-06-04,41
76100,Portia,Birth Control,3,2015-11-16,3
75897,Temazepam,Insomnia,10,2008-09-02,124
102361,Clindamycin / tretinoin,Acne,7,2015-03-09,8
